"Latest: Time (min)","Latest: Dissolved Oxygen (mg/L)","Latest: Salinity (ppt)","Latest: Temperature (°C)","Latest: Pressure (kPa)","Latest: Dissolved Oxygen 2 (mg/L)","Latest: Dissolved Oxygen 3 (mg/L)","Latest: Dissolved Oxygen 4 (mg/L)","Latest: FlowV3 (V)","Latest: FlowV4 (V)","Latest: Potential (V)","Latest: Potential 2 (V)","Latest: Time-run (min)","Latest: Sawtooth","Latest: PWM(Circ=1 Flush=0)","Latest: Flag","Latest: DO1cor (mg/L)","Latest: NoSlopeSamples","Latest: DO1slope ((mg/L)/min)","Latest: VO2-1 (mg/kg/h)","Latest: collapse(Time) (min)","Latest: collapse(VO2-1) (mg/kg/h)","Latest: NoRestSamples","Latest: DO2cor (mg/L)","Latest: DO2slope ((mg/L)/min)","Latest: VO2-2 (mg/kg/h)","Latest: collapse(VO2-2) (mg/kg/h)","Latest: DO3cor (mg/L)","Latest: DO4cor (mg/L)","Latest: DO3slope ((mg/L)/min)","Latest: DO4slope ((mg/L)min)","Latest: VO2-3 (mg/kg/h)","Latest: VO2-4 (mg/kg/h)","Latest: collapse(VO2-3) (mg/kg/h)","Latest: collapse(VO2-4) (mg/kg/h)"
0.433333333333,8.51759759905,7.72140665055,23.6671241975,102.44725,8.94077043477,8.61186206085,8.70002306829,2.08724975586,2.05947875977,0.826797485352,2.07954406738,0.433333333333,0.0433333333333,0,,8.16180502568,225,,,,,0,8.5849778614,,,,8.25606948748,8.34423049492,,,,,,
0.45,8.51725851825,7.71305918391,23.6801939039,102.44896875,8.94043135398,8.61220114165,8.69324145234,2.08717346191,2.05940246582,0.826797485352,2.07962036133,0.45,0.045,0,,8.16193530681,224,,,,,0,8.58510814254,,,,8.25687793021,8.3379182409,,,,,,
0.466666666667,8.51759759905,7.72326164314,23.6685764038,102.45240625,8.94009227318,8.61186206085,8.69256329074,2.08724975586,2.05940246582,0.826873779297,2.07962036133,0.466666666667,0.0466666666667,0,,8.16172898003,224,,,,,0,8.58422365416,,,,8.25599344183,8.33669467172,,,,,,
0.483333333333,8.52302289181,7.71676916908,23.6714808039,102.45240625,8.93975319238,8.61220114165,8.69290237154,2.0873260498,2.05963134766,0.826721191406,2.07954406738,0.483333333333,0.0483333333333,0,,8.16747227095,225,,,,,0,8.58420257152,,,,8.25665052079,8.33735175068,,,,,,
0.5,8.52268381101,7.71955165797,23.6671241975,102.44896875,8.94077043477,8.61186206085,8.69358053314,2.08709716797,2.05932617188,0.826644897461,2.07946777344,0.5,0.05,0,,8.16697671333,224,,,,,0,8.58506333709,,,,8.25615496317,8.33787343546,,,,,,
0.516666666667,8.52370105341,7.72418913944,23.678741731,102.45584375,8.94110951557,8.61254022245,8.69256329074,2.08724975586,2.05955505371,0.826416015625,2.07954406738,0.516666666667,0.0516666666667,0,,8.16785568712,224,,,,,0,8.58526414928,,,,8.25669485616,8.33671792445,,,,,,
0.533333333333,8.52912634617,7.72047915426,23.6772895539,102.45240625,8.94077043477,8.61220114165,8.69290237154,2.0873260498,2.05955505371,0.826416015625,2.07946777344,0.533333333333,0.0533333333333,0,,8.17344247559,225,,,,,0,8.58508656419,,,,8.25651727107,8.33721850096,,,,,,
0.55,8.53353439655,7.72511663573,23.6816460726,102.44896875,8.93568422281,8.61186206085,8.69222420994,2.0873260498,2.05940246582,0.826568603516,2.07946777344,0.55,0.055,0,,8.17766514859,224,,,,,0,8.57981497485,,,,8.25599281289,8.33635496198,,,,,,
0.566666666667,8.54438498208,7.73810158385,23.6830982372,102.44896875,8.9360233036,8.61186206085,8.69188512915,2.0873260498,2.05955505371,0.826568603516,2.07954406738,0.566666666667,0.0566666666667,0,,8.1879270006,224,,,,,0,8.57956532212,,,,8.25540407937,8.33542714767,,,,,,
0.583333333333,8.54947119405,7.74459405791,23.6976196552,102.44725,8.93093709164,8.61220114165,8.68713799798,2.0873260498,2.05940246582,0.826416015625,2.07954406738,0.583333333333,0.0583333333333,0,,8.19280853586,225,,,,,0,8.57427443345,,,,8.25553848346,8.33047533979,,,,,,
0.6,8.55523556761,7.74830404308,23.7106885785,102.45240625,8.93093709164,8.61186206085,8.6834081092,2.08717346191,2.05940246582,0.826416015625,2.07954406738,0.6,0.06,0,,8.19848696659,224,,,,,0,8.57418849062,,,,8.25511345983,8.32665950818,,,,,,
0.616666666667,8.55523556761,7.74181156902,23.7063323078,102.454125,8.93093709164,8.61186206085,8.68374719,2.08740234375,2.05940246582,0.82633972168,2.07954406738,0.616666666667,0.0616666666667,0,,8.19875762254,224,,,,,0,8.57445914657,,,,8.25538411578,8.32726924493,,,,,,
0.633333333333,8.55964361798,7.74459405791,23.7121406606,102.44896875,8.93093709164,8.61220114165,8.68374719,2.0873260498,2.05940246582,0.826263427734,2.07939147949,0.633333333333,0.0633333333333,0,,8.20307525784,225,,,,,0,8.5743687315,,,,8.25563278151,8.32717882986,,,,,,
0.65,8.56066086037,7.73810158385,23.7194010095,102.45240625,8.93093709164,8.61186206085,8.68374719,2.08724975586,2.05955505371,0.826263427734,2.07946777344,0.65,0.065,0,,8.20443849076,224,,,,,0,8.57471472203,,,,8.25563969124,8.32752482039,,,,,,
0.666666666667,8.55964361798,7.7455215542,23.7266612563,102.454125,8.93025893004,8.61186206085,8.67730465484,2.08717346191,2.05940246582,0.826187133789,2.07931518555,0.666666666667,0.0666666666667,0,,8.20312676149,224,,,,,0,8.57374207355,,,,8.25534520436,8.32078779835,,,,,,
0.683333333333,8.56710339553,7.74181156902,23.7310173555,102.454125,8.93059801084,8.61186206085,8.67798281643,2.08740234375,2.05955505371,0.825958251953,2.07946777344,0.683333333333,0.0683333333333,0,,8.21078553346,225,,,,,0,8.57428014877,,,,8.25554419878,8.32166495436,,,,,,
0.7,8.56540799154,7.75386902085,23.7194010095,102.44896875,8.93025893004,8.61186206085,8.67900005883,2.08740234375,2.05955505371,0.826187133789,2.07939147949,0.7,0.07,0,,8.20845977028,224,,,,,0,8.57331070878,,,,8.25491383959,8.32205183757,,,,,,
0.716666666667,8.56642523394,7.74273906532,23.736825431,102.4506875,8.93059801084,8.61186206085,8.67391384686,2.08724975586,2.05947875977,0.825881958008,2.07954406738,0.716666666667,0.0716666666667,0,,8.21010231167,224,,,,,0,8.57427508857,,,,8.25553913858,8.31759092459,,,,,,
0.733333333333,8.56642523394,7.74644905049,23.7310173555,102.45240625,8.93093709164,8.61186206085,8.67798281643,2.08709716797,2.05940246582,0.825653076172,2.07969665527,0.733333333333,0.0733333333333,0,,8.20989393119,225,,,,,0,8.57440578889,,,,8.2553307581,8.32145151368,,,,,,
0.75,8.56540799154,7.73717408755,23.7310173555,102.44725,8.93059801084,8.61152298005,8.6830690284,2.08740234375,2.05955505371,0.825347900391,2.07946777344,0.75,0.075,0,,8.20930357014,224,,,,,0,8.57449358944,,,,8.25541855865,8.326964607,,,,,,
0.766666666667,8.56676431474,7.73810158385,23.7469894075,102.454125,8.93093709164,8.61186206085,8.6834081092,2.0873260498,2.05947875977,0.825653076172,2.07962036133,0.766666666667,0.0766666666667,0,,8.21072058055,224,,,,,0,8.57489335745,,,,8.25581832666,8.32736437501,,,,,,
0.783333333333,8.5732068499,7.7455215542,23.7469894075,102.454125,8.93025893004,8.61186206085,8.68645983638,2.08724975586,2.05947875977,0.8251953125,2.07962036133,0.783333333333,0.0783333333333,0,,8.21682170976,225,,,,,0,8.5738737899,,,,8.25547692071,8.33007469624,,,,,,
0.8,8.5728677691,7.74830404308,23.7542492698,102.4438125,8.93059801084,8.61186206085,8.68747707877,2.0873260498,2.05932617188,0.825576782227,2.07939147949,0.8,0.08,0,,8.21640161139,224,,,,,0,8.57413185313,,,,8.25539590314,8.33101092106,,,,,,
0.816666666667,8.5732068499,7.75015903567,23.7687686937,102.44725,8.93059801084,8.61186206085,8.69324145234,2.0874786377,2.05940246582,0.8251953125,2.07931518555,0.816666666667,0.0816666666667,0,,8.21674931683,224,,,,,0,8.57414047777,,,,8.25540452778,8.33678391927,,,,,,
0.833333333333,8.57829306186,7.74459405791,23.7731244431,102.45584375,8.92585087967,8.61186206085,8.69391961393,2.0873260498,2.05947875977,0.825347900391,2.07939147949,0.833333333333,0.0833333333333,0,,8.22211963126,225,,,,,0,8.56967744907,,,,8.25568863025,8.33774618333,,,,,,
0.85,8.57693673867,7.75665150973,23.7890952185,102.44896875,8.91974742531,8.61186206085,8.69425869473,2.0873260498,2.05947875977,0.825576782227,2.07954406738,0.85,0.085,0,,8.22031208215,224,,,,,0,8.56312276879,,,,8.25523740433,8.33763403821,,,,,,
0.866666666667,8.57659765787,7.75479651714,23.7919989445,102.4506875,8.91364397094,8.61152298005,8.69290237154,2.08740234375,2.05963134766,0.825500488281,2.07946777344,0.866666666667,0.0866666666667,0,,8.22007705086,224,,,,,0,8.55712336393,,,,8.25500237304,8.33638176453,,,,,,
0.883333333333,8.57761490027,7.75108653196,23.7890952185,102.4506875,8.90923592057,8.61186206085,8.69358053314,2.0873260498,2.05947875977,0.825347900391,2.07946777344,0.883333333333,0.0883333333333,0,,8.22124610265,225,,,,,0,8.55286712295,,,,8.25549326323,8.33721173552,,,,,,
0.9,8.58236203144,7.75757900602,23.7905470835,102.45240625,8.90279338541,8.61186206085,8.69324145234,2.08724975586,2.05947875977,0.825271606445,2.07954406738,0.9,0.09,0,,8.22570411726,224,,,,,0,8.54613547123,,,,8.25520414667,8.33658353816,,,,,,
0.916666666667,8.58168386984,7.75943399861,23.7890952185,102.45240625,8.90957500137,8.61152298005,8.69358053314,2.08755493164,2.05932617188,0.825271606445,2.07954406738,0.916666666667,0.0916666666667,0,,8.22493128388,224,,,,,0,8.55282241541,,,,8.25477039409,8.33682794718,,,,,,
0.933333333333,8.58202295064,7.76592647267,23.7876433496,102.4506875,8.90923592057,8.61186206085,8.70036214909,2.0873260498,2.05940246582,0.825347900391,2.07946777344,0.933333333333,0.0933333333333,0,,8.22496246603,225,,,,,0,8.55217543596,,,,8.25480157624,8.34330166448,,,,,,
0.95,8.58270111224,7.75108653196,23.7861914768,102.44725,8.90381062781,8.61186206085,8.70070122989,2.0873260498,2.05947875977,0.8251953125,2.07954406738,0.95,0.095,0,,8.22631355629,224,,,,,0,8.54742307186,,,,8.2554745049,8.34431367394,,,,,,
0.966666666667,8.58202295064,7.75294152455,23.7905470835,102.4506875,8.90381062781,8.61186206085,8.70002306829,2.08724975586,2.05955505371,0.8251953125,2.07946777344,0.966666666667,0.0966666666667,0,,8.22557824659,224,,,,,0,8.54736592376,,,,8.2554173568,8.34357836424,,,,,,
0.983333333333,8.57829306186,7.75479651714,23.796354504,102.45584375,8.90957500137,8.61186206085,8.70002306829,2.08724975586,2.05955505371,0.8251953125,2.07946777344,0.983333333333,0.0983333333333,0,,8.22180059197,225,,,,,0,8.55308253148,,,,8.25536959096,8.3435305984,,,,,,
1,8.57761490027,7.75201402826,23.796354504,102.45240625,8.90381062781,8.61186206085,8.70002306829,2.08740234375,2.05947875977,0.825271606445,2.07946777344,1,0.1,0,,8.221250343,224,,,,,0,8.54744607054,,,,8.25549750358,8.34365851102,,,,,,
1.01666666667,8.5728677691,7.76407148008,23.7890952185,102.44896875,8.89668993105,8.61152298005,8.70002306829,2.08740234375,2.05940246582,0.825271606445,2.07939147949,1.01666666667,0.101666666667,0,,8.21590196739,224,,,,,0,8.53972412934,,,,8.25455717834,8.34305726658,,,,,,
1.03333333333,8.56710339553,7.76685396896,23.7905470835,102.45240625,8.88516118392,8.61186206085,8.70036214909,2.0874786377,2.0597076416,0.825271606445,2.07962036133,1.03333333333,0.103333333333,0,,8.21001906107,225,,,,,0,8.52807684946,,,,8.25477772639,8.34327781463,,,,,,
1.05,8.55930453718,7.77983891708,23.7919989445,102.45240625,8.87973589116,8.61220114165,8.70036214909,2.0873260498,2.05947875977,0.825424194336,2.07954406738,1.05,0.105,0,,8.20163262573,224,,,,,0,8.52206397971,,,,8.2545292302,8.34269023764,,,,,,
1.06666666667,8.5559137292,7.77056395414,23.7673167693,102.4506875,8.87973589116,8.61186206085,8.70510928026,2.08724975586,2.05924987793,0.825271606445,2.07954406738,1.06666666667,0.106666666667,0,,8.19850828435,224,,,,,0,8.52233044631,,,,8.254456616,8.34770383541,,,,,,
1.08333333333,8.55489648681,7.78262140596,23.7455374229,102.454125,8.87973589116,8.61186206085,8.70036214909,2.08717346191,2.05947875977,0.824966430664,2.07946777344,1.08333333333,0.108333333333,0,,8.19679487023,225,,,,,0,8.52163427458,,,,8.25376044427,8.34226053251,,,,,,
1.1,8.55523556761,7.77056395414,23.7223051204,102.45240625,8.87905772956,8.61186206085,8.70002306829,2.08702087402,2.05947875977,0.824966430664,2.07939147949,1.1,0.11,0,,8.19753769769,224,,,,,0,8.52135985964,,,,8.25416419093,8.34232519837,,,,,,
1.11666666667,8.55557464841,7.7770564282,23.6932632733,102.454125,8.87973589116,8.61186206085,8.69290237154,2.08724975586,2.05940246582,0.825119018555,2.07946777344,1.11666666667,0.111666666667,0,,8.19738856888,224,,,,,0,8.52154981163,,,,8.25367598132,8.33471629201,,,,,,
1.13333333333,8.55557464841,7.77334644302,23.6714808039,102.4506875,8.88041405275,8.61186206085,8.69358053314,2.0873260498,2.05947875977,0.824966430664,2.07954406738,1.13333333333,0.113333333333,0,,8.19741722612,225,,,,,0,8.52225663046,,,,8.25370463856,8.33542311085,,,,,,
1.15,8.55048843644,7.77983891708,23.655506396,102.4506875,8.87973589116,8.61186206085,8.69290237154,2.0873260498,2.05947875977,0.824737548828,2.07939147949,1.15,0.115,0,,8.19192734836,224,,,,,0,8.52117480308,,,,8.25330097277,8.33434128346,,,,,,
1.16666666667,8.55014935564,7.7761289319,23.6482451334,102.4506875,8.87871864877,8.61186206085,8.68713799798,2.0874786377,2.05947875977,0.824966430664,2.07939147949,1.16666666667,0.116666666667,0,,8.19171172516,224,,,,,0,8.52028101829,,,,8.25342443037,8.3287003675,,,,,,
1.18333333333,8.54336773968,7.78262140596,23.6424360473,102.45584375,8.88516118392,8.61186206085,8.68645983638,2.08724975586,2.05947875977,0.824966430664,2.07962036133,1.18333333333,0.118333333333,0,,8.18459276666,225,,,,,0,8.5263862109,,,,8.25308708783,8.32768486336,,,,,,
1.2,8.54472406288,7.7770564282,23.6424360473,102.4438125,8.88651750712,8.61186206085,8.68747707877,2.0873260498,2.05947875977,0.824966430664,2.07931518555,1.2,0.12,0,,8.18620563256,224,,,,,0,8.5279990768,,,,8.25334363053,8.32895864845,,,,,,
1.21666666667,8.53895968931,7.7918963689,23.6467928682,102.454125,8.89601176946,8.61186206085,8.68713799798,2.08724975586,2.05947875977,0.824890136719,2.07931518555,1.21666666667,0.121666666667,0,,8.17978573657,224,,,,,0,8.53683781672,,,,8.25268810811,8.32796404524,,,,,,
1.23333333333,8.53862060851,7.78633139114,23.6496973944,102.454125,8.90313246621,8.61186206085,8.68679891718,2.0873260498,2.05947875977,0.824890136719,2.07962036133,1.23333333333,0.123333333333,0,,8.17972222021,225,,,,,0,8.54423407791,,,,8.25296367255,8.32790052888,,,,,,
1.25,8.53828152772,7.79467885778,23.6801939039,102.44553125,8.90347154701,8.61220114165,8.6834081092,2.08717346191,2.05940246582,0.824966430664,2.07946777344,1.25,0.125,0,,8.1791982823,224,,,,,0,8.54438830159,,,,8.25311789623,8.32432486378,,,,,,
1.26666666667,8.53895968931,7.76963645784,23.6830982372,102.45584375,8.9041497086,8.61186206085,8.68374719,2.08724975586,2.05940246582,0.824966430664,2.07946777344,1.26666666667,0.126666666667,0,,8.18104904435,224,,,,,0,8.54623906364,,,,8.25395141589,8.32583654504,,,,,,
1.28333333333,8.53862060851,7.75757900602,23.6714808039,102.44896875,8.9041497086,8.61220114165,8.67832189723,2.08724975586,2.05940246582,0.824890136719,2.07939147949,1.28333333333,0.128333333333,0,,8.18118967186,225,,,,,0,8.54671877195,,,,8.254770205,8.32089096058,,,,,,
1.3,8.53828152772,7.74088407273,23.6743851872,102.45240625,8.90279338541,8.61186206085,8.67832189723,2.08724975586,2.05940246582,0.825042724609,2.07931518555,1.3,0.13,0,,8.18163870707,224,,,,,0,8.54615056476,,,,8.2552192402,8.32167907658,,,,,,
1.31666666667,8.53895968931,7.72882662091,23.665671987,102.4506875,8.90313246621,8.61152298005,8.67832189723,2.08724975586,2.05947875977,0.8251953125,2.07931518555,1.31666666667,0.131666666667,0,,8.18281577529,224,,,,,0,8.54698855219,,,,8.25537906603,8.32217798321,,,,,,
1.33333333333,8.54370682048,7.70563921356,23.6453405988,102.45240625,8.90279338541,8.61186206085,8.67832189723,2.0873260498,2.05940246582,0.8251953125,2.07954406738,1.33333333333,0.133333333333,0,,8.1884995392,225,,,,,0,8.54758610413,,,,8.25665477957,8.32311461595,,,,,,
1.35,8.54438498208,7.68430679879,23.6395314788,102.44553125,8.90279338541,8.61118389926,8.67798281643,2.0873260498,2.05940246582,0.825271606445,2.07939147949,1.35,0.135,0,,8.19012346061,224,,,,,0,8.54853186394,,,,8.25692237779,8.32372129496,,,,,,
1.36666666667,8.55048843644,7.66390188033,23.6366268934,102.44896875,8.90957500137,8.61186206085,8.67900005883,2.08717346191,2.05955505371,0.825119018555,2.07954406738,1.36666666667,0.136666666667,0,,8.19714886441,224,,,,,0,8.55623542934,,,,8.25852248882,8.3256604868,,,,,,
1.38333333333,8.55014935564,7.6370044878,23.6322699834,102.4506875,8.91398305174,8.61186206085,8.67866097803,2.08724975586,2.05947875977,0.825042724609,2.07954406738,1.38333333333,0.138333333333,0,,8.19802182714,225,,,,,0,8.56185552324,,,,8.25973453235,8.32653344953,,,,,,
1.4,8.55489648681,7.62309204339,23.6366268934,102.454125,8.91330489015,8.61186206085,8.67798281643,2.0873260498,2.05955505371,0.824813842773,2.07939147949,1.4,0.14,0,,8.20343842768,224,,,,,0,8.56184683102,,,,8.26040400172,8.3265247573,,,,,,
1.41666666667,8.54981027484,7.6212370508,23.6380791882,102.44896875,8.91906926371,8.61152298005,8.67832189723,2.08717346191,2.05940246582,0.824737548828,2.07954406738,1.41666666667,0.141666666667,0,,8.19844706586,224,,,,,0,8.56770605473,,,,8.26015977107,8.32695868825,,,,,,
1.43333333333,8.55116659803,7.63143951003,23.6380791882,102.4506875,8.92618996047,8.61186206085,8.67764373564,2.08709716797,2.05940246582,0.824737548828,2.07946777344,1.43333333333,0.143333333333,0,,8.19933302331,225,,,,,0,8.57435638575,,,,8.26002848613,8.32581016092,,,,,,
1.45,8.54913211325,7.6370044878,23.6308176715,102.45240625,8.92585087967,8.61220114165,8.67832189723,2.08717346191,2.05947875977,0.824813842773,2.07939147949,1.45,0.145,0,,8.19699523453,224,,,,,0,8.57371400095,,,,8.26006426293,8.32618501851,,,,,,
1.46666666667,8.54947119405,7.64071447297,23.6424360473,102.45240625,8.92517271807,8.61152298005,8.67832189723,2.0873260498,2.05947875977,0.824737548828,2.07962036133,1.46666666667,0.146666666667,0,,8.19723806001,224,,,,,0,8.57293958403,,,,8.25928984601,8.32608876319,,,,,,
